col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,label
0.0,0.0,2.0,76.6,377.0,11729.40804,0.032877299,0.04524582,0.0,0.0,M3,03,B2,R1,T3,V2,W0,L0
0.0,0.0,0.0,0.0,3.0,60.5,0.1,0.1,0.0,0.0,M7,03,B2,R6,T6,V2,W0,L0
0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.066666667,0.0,0.0,M1,02,B2,R4,T13,V2,W0,L0
0.0,0.0,0.0,0.0,4.0,59.0,0.0,0.05,0.0,0.0,M5,01,B1,R1,T10,V2,W0,L0
0.0,0.0,0.0,0.0,48.0,1916.8737370000001,0.017391304,0.050362319,0.0,0.0,M1,02,B2,R5,T1,V2,W0,L0
8.0,335.06363639999995,3.0,738.0833332999999,36.0,2228.707287,0.005853659000000001,0.010086083000000001,27.79149135,0.0,M1,01,B1,R3,T2,V0,W0,L0
1.0,154.5,0.0,0.0,9.0,308.3333333,0.0,0.0125,0.0,0.0,M7,01,B2,R2,T10,V2,W1,L0
7.0,141.8388889,0.0,0.0,33.0,486.56005819999996,0.006666666999999999,0.028784722000000002,11.84059922,0.0,M4,02,B2,R3,T1,V2,W0,L0
1.0,89.0,0.0,0.0,17.0,1175.5,0.0,0.0125,9.74025,0.0,M6,01,B1,R3,T4,V0,W1,L1
4.0,1946.0,0.0,0.0,31.0,731.0,0.0,0.005882353000000001,0.0,0.0,M1,02,B2,R4,T2,V0,W1,L0
0.0,0.0,0.0,0.0,16.0,213.8,0.00625,0.06875,0.0,0.0,M0,02,B2,R1,T4,V2,W0,L1
1.0,0.0,0.0,0.0,8.0,534.875,0.008888889,0.074074074,0.0,0.0,M7,02,B2,R1,T10,V2,W0,L0
4.0,118.0,3.0,67.0,44.0,1489.144444,0.004081633,0.014693878,0.0,0.0,M5,03,B2,R6,T1,V2,W1,L0
5.0,147.0,0.0,0.0,36.0,3473.7333329999997,0.015384615,0.033333333,0.0,0.0,M6,02,B2,R6,T3,V2,W0,L0
5.0,176.0,0.0,0.0,15.0,537.2,0.011764706000000002,0.023529412000000003,27.664,0.6,M6,02,B2,R2,T6,V2,W0,L1
0.0,0.0,0.0,0.0,3.0,137.0,0.0,0.1,0.0,0.0,M5,02,B2,R3,T2,V2,W0,L0
0.0,0.0,0.0,0.0,9.0,869.0,0.0,0.022222222000000003,0.0,0.0,M6,02,B5,R1,T4,V2,W0,L0
0.0,0.0,0.0,0.0,10.0,761.75,0.022222222000000003,0.022222222000000003,0.0,0.0,M7,03,B2,R3,T2,V2,W1,L0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,M6,02,B2,R1,T1,V2,W0,L0
1.0,20.0,0.0,0.0,21.0,2179.666667,0.0,0.002105263,0.0,0.0,M6,02,B2,R1,T2,V2,W1,L0
0.0,0.0,0.0,0.0,2.0,67.5,0.0,0.1,0.0,0.0,M1,02,B2,R7,T13,V2,W0,L0
0.0,0.0,0.0,0.0,22.0,1321.7,0.0,0.010833333,0.0,0.0,M4,02,B2,R2,T13,V2,W0,L0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,M5,02,B2,R2,T6,V2,W0,L0
3.0,77.5,0.0,0.0,35.0,1000.8,0.0,0.013888889,0.0,0.0,M1,04,B2,R1,T6,V2,W0,L0
3.0,91.83333333,0.0,0.0,11.0,534.0,0.015384615,0.015384615,44.29661538,0.0,M6,01,B1,R1,T2,V0,W0,L1
6.0,187.0,0.0,0.0,22.0,1220.433333,0.007692308,0.01025641,0.0,0.0,M5,02,B2,R3,T1,V2,W0,L0
0.0,0.0,0.0,0.0,23.0,195.66666669999998,0.05,0.086363636,0.0,0.4,M6,04,B1,R1,T3,V2,W0,L0
1.0,18.0,0.0,0.0,22.0,495.0,0.0,0.005,0.0,0.0,M7,02,B5,R6,T2,V0,W0,L0
1.0,6.0,0.0,0.0,6.0,45.5,0.057142857000000005,0.11428571400000001,0.0,0.0,M5,01,B1,R3,T3,V2,W0,L0
9.0,395.87857139999994,0.0,0.0,124.0,3959.1453439999996,0.004871324000000001,0.014283416,3.4644440660000004,0.0,M7,02,B2,R1,T2,V2,W0,L1
0.0,0.0,0.0,0.0,42.0,1333.914286,0.01,0.01094246,0.0,0.0,M7,01,B2,R2,T2,V2,W0,L0
3.0,173.9444444,0.0,0.0,14.0,890.5277777999999,0.0,0.028571429,52.74177636,0.0,M1,04,B5,R5,T10,V2,W0,L1
0.0,0.0,0.0,0.0,33.0,783.6666667000001,0.006060606,0.027272727000000004,0.0,0.0,M7,02,B2,R1,T3,V2,W0,L0
12.0,194.03623190000002,3.0,61.5,36.0,625.308112,0.011627907,0.032461962000000004,0.0,0.0,M6,03,B2,R1,T1,V2,W0,L0
8.0,114.08,0.0,0.0,37.0,747.48,0.041463415,0.052845527999999996,0.0,0.0,M3,02,B10,R3,T3,V2,W0,L0
0.0,0.0,0.0,0.0,72.0,2347.716667,0.028169014,0.037793427000000004,0.0,0.8,M6,03,B2,R1,T13,V2,W0,L0
4.0,379.5,0.0,0.0,188.0,8618.031872,0.0034544109999999997,0.019765654,0.0,0.0,M7,02,B2,R1,T2,V2,W0,L0
2.0,35.5,0.0,0.0,29.0,3296.65,0.009677419,0.021935483999999998,18.25059634,0.0,M1,04,B2,R9,T8,V2,W0,L0
0.0,0.0,0.0,0.0,18.0,689.6666667000001,0.023529412000000003,0.030392157000000003,0.0,0.0,M6,02,B2,R7,T6,V2,W1,L0
0.0,0.0,0.0,0.0,22.0,464.38333330000006,0.0,0.002272727,0.0,0.0,M7,02,B2,R1,T8,V0,W0,L0
0.0,0.0,0.0,0.0,21.0,335.4166667,0.0,0.018170426,0.0,0.0,M7,01,B1,R1,T10,V2,W0,L0
1.0,8.0,0.0,0.0,35.0,1295.916667,0.004166667,0.023611111,0.0,0.0,M6,02,B10,R6,T4,V2,W1,L0
1.0,23.2,0.0,0.0,24.0,704.5666667,0.0,0.011538462,14.22049566,0.0,M0,02,B2,R2,T1,V2,W0,L0
0.0,0.0,0.0,0.0,4.0,41.4,0.075,0.125,0.0,0.0,M3,03,B2,R6,T1,V2,W0,L0
0.0,0.0,0.0,0.0,4.0,132.5,0.175,0.18333333300000001,0.0,0.0,M7,03,B2,R4,T13,V2,W1,L0
0.0,0.0,0.0,0.0,6.0,140.0,0.0,0.033333333,0.0,0.0,M6,02,B6,R3,T6,V2,W0,L0
1.0,41.4,0.0,0.0,30.0,558.6111111,0.009090909,0.046464646,0.0,0.0,M9,02,B10,R2,T1,V2,W0,L1
0.0,0.0,0.0,0.0,6.0,241.0,0.0,0.033333333,0.0,0.0,M6,02,B10,R2,T3,V2,W0,L0
0.0,0.0,0.0,0.0,15.0,1674.0,0.0,0.04,0.0,0.0,M5,02,B2,R4,T1,V2,W0,L0
0.0,0.0,0.0,0.0,39.0,1346.966667,0.0,0.005128205,67.02771302,0.0,M1,01,B1,R4,T2,V0,W0,L1
0.0,0.0,0.0,0.0,48.0,691.3572797,0.034873188,0.082209406,0.0,0.0,M7,03,B2,R3,T3,V2,W0,L0
1.0,66.4,0.0,0.0,39.0,606.3666667,0.015789473999999998,0.026754386,0.0,0.0,M3,02,B2,R1,T4,V2,W0,L0
1.0,68.5,0.0,0.0,11.0,372.8166667,0.0,0.036363636,54.76629511,0.0,M1,01,B1,R1,T2,V2,W0,L1
4.0,54.5,0.0,0.0,3.0,21.0,0.0,0.033333333,0.0,0.0,M7,01,B1,R2,T2,V0,W0,L0
0.0,0.0,0.0,0.0,9.0,597.0,0.111111111,0.144444444,0.0,0.2,M6,02,B4,R6,T3,V2,W0,L0
0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.05,0.0,0.4,M2,03,B2,R2,T3,V2,W0,L0
2.0,19.0,0.0,0.0,28.0,1183.65,0.0,0.006896551999999999,21.2112655,0.0,M1,03,B12,R9,T2,V2,W0,L1
3.0,209.0,0.0,0.0,18.0,412.3333333,0.0,0.01875,0.0,0.4,M6,03,B2,R3,T3,V2,W0,L0
0.0,0.0,0.0,0.0,17.0,278.6666667,0.015686275,0.042666157,0.0,0.0,M7,03,B2,R1,T6,V2,W1,L0
