movie.id,movie.kind_id,movie.production_year,movie.runtime,movie.genre,movie.country,movie.rating,movie.tf.movie_actor,movie.tf.movie_director
Movie_32296,K7,1974,60,3,C2,5.7,10,1
Movie_75189,K7,1982,59,3,C2,2.0,12,1
Movie_169487,K2,2002,175,4,C5,6.9,4,1
Movie_6288,K2,1984,30,3,C2,6.3,7,1
Movie_74628,K7,2005,208,21,C5,8.4,32,1
Movie_81389,K2,1992,60,13,C2,3.1,4,2
Movie_15591,K7,2012,100,20,C41,4.8,6,1
Movie_60871,K2,1995,30,3,C29,2.8,2,1
Movie_86266,K2,1954,30,27,C2,7.3,1,4
Movie_183340,K7,1988,94,18,C41,4.3,3,1
Movie_138923,K7,1997,94,13,C21,5.9,23,1
Movie_35333,K2,1995,30,4,C2,5.7,9,1
Movie_148185,K7,1990,94,4,C2,6.2,22,1
Movie_138926,K7,1998,87,13,C16,5.9,18,1
Movie_135455,K7,1960,65,4,C2,7.1,13,1
Movie_75171,K7,1991,142,4,C2,7.7,8,1
Movie_32217,K7,1979,46,4,C2,7.3,7,1
Movie_19435,K2,2008,3,15,C39,1.2,1,2
Movie_183339,K7,1988,92,18,C41,3.9,5,1
Movie_75180,K7,1985,103,4,C2,4.9,12,1
Movie_82778,K2,2007,1,16,C14,6.8,2,5
Movie_100093,K2,2000,30,13,C2,7.4,9,1
Movie_5284,K2,2000,60,9,C2,5.7,1,1
Movie_42935,K2,1969,377,6,C48,7.5,15,1
Movie_130610,K2,2009,45,4,C39,2.1,6,1
Movie_20595,K2,2003,1084,4,C11,7.5,69,1
Movie_32244,K7,1985,60,4,C2,4.6,9,1
Movie_181204,K7,1981,98,27,C2,7.3,19,1
Movie_153821,K2,1980,30,3,C28,5.6,3,1
Movie_124871,K2,1999,25,3,C41,4.6,4,1
Movie_43114,K2,1998,45,4,C15,5.8,2,1
Movie_100637,K2,1980,52,6,C19,6.0,24,1
Movie_15593,K7,2012,89,20,C41,4.8,4,1
Movie_108102,K2,2012,50,3,C41,3.0,1,1
Movie_92402,K2,1989,25,6,C14,4.9,4,1
Movie_44609,K7,2001,100,19,C5,7.2,3,1
Movie_194792,K2,2006,40,5,C32,7.4,2,1
Movie_120027,K7,1978,100,6,C2,6.2,13,1
Movie_75147,K7,1984,115,4,C2,7.3,6,1
Movie_52888,K2,1988,30,16,C2,6.6,9,1
Movie_138921,K7,2001,88,13,C21,5.7,16,1
Movie_98619,K7,1971,60,4,C5,4.7,7,1
Movie_168208,K2,1963,60,6,C2,7.2,9,1
Movie_159348,K7,1995,50,21,C2,7.6,3,1
Movie_240798,K2,2000,60,4,C2,6.1,1,2
Movie_295368,K7,2006,41,13,C2,8.6,23,1
Movie_251488,K7,1981,90,9,C2,5.7,14,1
Movie_215924,K7,1984,60,4,C2,1.7,7,1
Movie_262367,K2,1998,30,3,C2,5.9,1,3
Movie_253680,K7,1972,75,13,C2,7.3,11,1
Movie_217208,K2,2002,30,3,C5,6.1,3,1
Movie_253700,K7,1975,95,13,C2,7.2,17,1
Movie_299868,K2,2001,60,9,C8,4.4,3,1
Movie_211349,K2,1994,30,3,C11,6.5,2,1
Movie_253720,K7,1973,60,13,C2,7.0,12,1
Movie_229736,K2,1977,60,13,C2,6.1,1,1
Movie_216032,K7,1987,60,13,C3,3.3,19,1
Movie_243023,K7,1997,93,9,C2,5.9,12,1
Movie_264474,K2,1972,90,13,C2,4.7,3,3
Movie_239250,K7,1999,68,5,C19,7.6,1,1
Movie_253691,K7,1971,76,13,C2,6.7,11,1
Movie_215930,K7,1987,45,4,C2,7.3,8,1
Movie_293887,K2,1971,50,3,C4,6.5,3,4
Movie_253684,K7,1991,85,13,C2,6.9,13,1
Movie_214631,K2,2001,60,3,C61,5.9,7,1
Movie_290201,K7,2010,98,13,C41,5.3,6,1
Movie_239220,K2,1988,90,4,C19,5.7,13,1
Movie_259008,K2,1962,30,4,C5,5.9,49,8
Movie_216512,K2,2006,60,17,C2,7.6,3,1
Movie_253670,K7,1975,70,13,C2,7.0,16,1
Movie_259599,K2,2010,45,3,C11,4.1,4,1
Movie_253725,K7,1971,76,13,C2,7.6,15,1
Movie_253674,K7,1973,74,13,C2,7.5,13,1
Movie_233219,K7,2002,92,24,C6,3.2,5,1
Movie_257351,K7,2007,24,4,C5,5.1,2,1
Movie_296736,K2,2004,45,19,C8,1.4,3,4
Movie_253698,K7,1989,90,13,C2,6.6,13,1
Movie_261013,K7,1979,100,6,C2,4.9,15,1
Movie_292384,K2,2001,24,4,C5,3.4,34,1
Movie_253707,K7,1971,76,13,C2,7.4,10,1
Movie_252721,K7,2009,87,13,C51,5.5,5,1
Movie_291775,K2,1964,30,4,C5,3.1,267,1
Movie_216005,K7,1987,60,9,C2,5.8,7,1
Movie_239236,K7,1994,115,5,C19,5.7,3,2
Movie_208407,K2,2004,30,16,C2,7.4,1,4
Movie_290205,K7,2006,105,13,C41,4.7,5,2
Movie_238940,K7,1967,94,5,C19,7.4,7,1
Movie_290972,K2,2004,40,13,C90,4.6,43,1
Movie_242785,K2,1999,177,21,C6,6.4,31,1
Movie_214151,K2,2002,12,3,C5,4.6,4,1
Movie_253728,K7,1978,100,13,C2,7.0,12,1
Movie_213963,K2,1949,60,3,C2,7.2,4,1
Movie_217509,K2,2003,60,7,C2,2.9,5,1
Movie_231566,K2,2003,45,3,C11,6.8,1,1
Movie_252323,K2,1998,60,13,C28,7.0,1,1
Movie_214871,K7,1981,60,4,C2,3.6,4,1
Movie_228321,K2,1999,60,4,C2,5.2,2,2
Movie_287524,K2,2002,30,16,C2,5.8,1,1
Movie_251866,K7,2007,90,20,C5,5.5,11,1
Movie_253683,K7,1973,93,13,C2,7.3,22,1
Movie_255421,K2,1987,30,3,C2,4.3,14,1
Movie_214955,K7,1981,60,19,C2,5.1,7,1
Movie_253696,K7,1976,70,13,C2,7.1,15,1
Movie_209767,K2,2002,30,5,C5,6.4,4,1
Movie_227836,K2,1977,30,3,C28,5.9,5,1
Movie_234580,K2,1974,13,4,C19,7.4,13,1
Movie_251793,K2,1990,25,3,C3,4.9,3,2
Movie_203058,K2,1948,30,3,C2,6.9,1,1
Movie_296350,K2,2005,45,16,C4,6.1,1,1
Movie_250673,K2,2006,45,3,C11,6.6,3,2
Movie_253722,K7,1989,90,3,C2,6.8,15,1
Movie_364300,K7,1962,60,4,C2,7.2,7,1
Movie_364679,K7,1955,60,16,C2,7.6,4,2
Movie_367265,K2,1957,30,4,C2,2.9,2,1
Movie_389390,K2,2000,30,3,C28,2.0,4,1
Movie_364652,K7,1986,120,3,C2,5.9,10,1
Movie_304618,K7,1999,95,13,C5,6.9,12,1
Movie_392713,K2,2007,45,3,C45,1.0,11,1
Movie_334552,K7,1990,56,4,C45,7.6,5,1
Movie_339032,K7,2002,90,3,C6,6.5,12,1
Movie_364179,K7,1964,60,3,C2,5.4,12,1
Movie_364654,K7,1957,60,6,C2,3.7,10,1
Movie_304628,K7,2004,90,13,C5,7.3,16,1
Movie_364302,K7,1986,100,3,C2,6.4,14,1
Movie_354765,K2,1998,26,12,C6,4.2,8,2
Movie_345881,K2,2004,30,3,C20,6.9,5,1
Movie_313120,K7,2007,90,12,C6,3.1,10,1
Movie_333203,K2,2006,30,4,C2,5.6,25,1
Movie_355804,K7,1993,90,13,C6,4.5,12,1
Movie_364607,K7,1987,90,6,C2,6.0,12,1
Movie_388444,K7,2011,90,13,C6,6.4,6,1
Movie_341046,K7,2005,93,13,C6,6.5,12,1
Movie_312375,K7,1964,60,13,C10,7.3,3,1
Movie_364441,K7,1988,100,3,C2,5.3,16,1
Movie_340374,K2,1987,45,4,C26,3.2,19,3
Movie_364589,K7,1961,90,4,C2,6.8,12,1
Movie_336853,K2,1973,30,6,C21,7.2,19,1
Movie_338986,K7,2000,88,13,C6,7.3,13,1
Movie_364752,K7,1981,120,21,C2,6.3,14,1
Movie_364616,K7,1962,96,21,C2,6.0,11,1
Movie_364387,K7,1969,88,3,C2,6.0,10,1
Movie_364132,K7,1958,60,5,C2,7.1,4,2
Movie_355716,K2,1999,30,5,C6,1.1,8,1
Movie_354844,K2,2004,270,4,C6,6.5,14,1
Movie_358161,K7,1998,90,13,C6,6.7,13,1
Movie_304631,K7,1999,95,13,C5,7.2,13,1
Movie_391714,K7,2004,60,5,C19,6.4,2,1
Movie_364215,K7,1988,94,6,C2,6.5,8,1
Movie_355805,K7,1999,90,13,C6,5.5,6,1
Movie_337014,K2,1974,30,9,C14,6.3,3,1
Movie_364327,K7,1963,60,4,C2,7.2,14,1
Movie_364463,K7,1979,100,9,C2,4.4,1,1
Movie_355268,K7,1969,80,27,C65,7.0,18,1
Movie_335334,K7,1968,95,13,C10,6.2,14,1
Movie_339042,K2,1998,45,9,C6,4.5,1,1
Movie_343171,K2,1997,270,6,C41,6.3,15,1
Movie_376535,K2,1980,90,4,C45,7.7,13,1
Movie_381225,K2,1984,30,3,C2,5.4,1,1
Movie_364107,K7,1986,100,4,C2,6.2,17,1
Movie_309370,K7,2000,87,9,C2,6.5,30,1
Movie_313059,K7,2006,89,26,C26,3.9,10,1
Movie_364243,K7,1987,92,3,C2,6.1,12,1
Movie_387651,K2,1997,60,4,C5,7.1,57,2
Movie_361990,K2,2000,180,3,C33,1.9,7,1
Movie_313066,K7,2005,90,26,C26,4.2,8,1
Movie_364229,K7,1962,60,5,C2,7.8,13,2
Movie_364627,K7,1962,85,9,C2,7.2,15,1
Movie_355864,K2,1967,245,4,C10,6.0,12,1
Movie_300131,K2,1981,30,6,C5,7.5,22,1
Movie_338984,K7,1998,89,13,C6,7.2,15,1
Movie_381582,K2,2009,30,4,C5,3.0,5,1
Movie_357712,K7,1998,95,13,C6,6.7,13,1
Movie_340972,K7,1997,94,13,C6,2.0,6,1
Movie_300090,K2,2002,60,4,C27,5.4,37,1
Movie_304583,K7,2000,90,13,C5,7.9,11,1
Movie_342996,K2,1990,272,4,C11,6.6,31,1
Movie_341974,K7,2012,35,3,C5,7.5,5,1
Movie_357277,K2,1972,25,3,C10,1.3,5,1
Movie_341863,K2,1976,350,4,C10,6.4,20,1
Movie_358190,K2,1994,45,9,C6,5.1,33,2
Movie_335322,K7,1973,90,13,C10,5.0,16,1
Movie_389918,K2,1999,25,16,C14,7.4,19,1
Movie_339601,K7,2004,90,26,C6,4.5,10,1
Movie_334551,K7,1990,58,4,C45,8.5,9,1
Movie_311896,K7,2005,89,13,C6,6.5,11,1
Movie_308693,K2,1996,100,4,C19,6.7,11,1
Movie_311909,K7,2003,90,13,C6,7.4,11,1
Movie_488716,K2,2002,60,4,C2,3.9,5,2
Movie_412888,K2,1960,60,18,C8,3.4,3,1
Movie_417676,K2,1993,100,3,C4,5.4,1,2
Movie_476854,K2,2007,75,3,C4,2.9,4,1
Movie_406838,K7,2000,86,13,C6,4.6,9,1
Movie_490176,K2,1983,45,3,C10,6.0,4,1
Movie_407880,K2,2005,45,4,C66,5.3,8,1
Movie_489962,K2,1977,30,3,C2,6.7,26,1
Movie_469873,K2,1976,60,4,C2,7.4,1,1
Movie_465315,K2,1991,30,4,C51,3.1,32,2
Movie_462074,K7,1982,40,12,C2,6.7,8,1
Movie_413343,K2,2002,25,3,C27,3.9,7,1
Movie_406902,K7,1994,53,4,C25,7.1,9,1
Movie_463503,K2,2003,50,7,C5,5.7,2,3
Movie_406840,K7,2007,90,13,C6,6.4,20,1
Movie_482983,K2,1990,120,4,C3,6.7,15,1
Movie_486380,K2,1991,52,6,C19,7.7,2,1
Movie_494086,K7,2002,100,13,C5,8.1,14,1
Movie_462163,K2,1988,25,4,C12,2.4,18,2
Movie_427599,K7,1975,92,4,C2,7.7,23,1
Movie_496334,K2,1989,96,9,C5,5.4,11,1
Movie_480853,K2,2007,60,9,C2,2.8,1,1
Movie_490882,K2,1996,50,4,C25,7.5,7,1
Movie_491260,K2,2005,60,4,C2,4.4,3,1
Movie_448259,K2,2004,340,7,C5,4.1,1,1
Movie_416603,K2,1970,60,4,C27,3.8,6,1
Movie_490473,K2,1990,26,4,C19,6.5,3,2
Movie_462968,K7,2008,60,3,C5,5.4,11,1
Movie_462068,K7,1983,58,6,C2,6.1,10,1
Movie_406813,K7,1994,90,9,C6,4.6,17,1
Movie_407809,K2,2002,60,3,C29,2.5,1,1
Movie_438568,K2,1981,30,14,C2,3.8,26,1
Movie_462067,K7,1983,51,12,C2,6.6,6,1
Movie_406811,K7,1995,90,13,C6,4.3,10,1
Movie_468527,K2,1988,30,2,C2,6.6,5,1
Movie_406798,K7,1999,89,13,C6,4.9,10,1
Movie_497491,K2,1992,45,4,C6,7.4,20,5
Movie_430309,K2,2001,28,3,C16,6.3,4,1
Movie_422411,K2,2001,60,3,C8,2.8,27,1
Movie_483430,K2,1979,30,3,C2,4.3,1,2
Movie_423367,K2,1984,30,3,C27,4.7,1,1
Movie_499366,K7,2010,44,20,C2,8.6,12,1
Movie_486085,K2,2004,45,3,C8,5.9,30,1
Movie_483066,K7,1980,104,4,C2,6.0,15,1
Movie_483307,K7,2010,41,19,C2,8.3,22,1
Movie_527911,K2,2002,55,3,C2,4.6,4,1
Movie_528979,K2,1997,230,4,C21,7.4,15,1
Movie_538357,K2,2005,60,3,C72,1.0,1,1
Movie_522015,K2,1974,60,13,C2,6.2,2,2
Movie_510530,K2,1987,290,6,C48,7.6,15,1
Movie_549083,K7,1993,60,17,C2,6.2,2,1
Movie_525350,K2,2006,60,4,C29,2.8,1,1
Movie_506075,K2,1995,45,4,C6,2.3,11,1
Movie_582168,K2,2008,2,10,C2,5.8,4,1
Movie_560962,K7,1980,50,18,C5,6.0,7,1
Movie_575964,K2,1995,65,4,C5,7.1,8,1
Movie_584653,K2,2004,25,9,C14,7.2,35,2
Movie_585059,K2,2005,30,3,C2,1.8,6,1
Movie_551441,K2,2007,30,3,C21,7.6,6,1
Movie_549080,K7,1991,79,6,C2,5.8,10,1
Movie_545759,K2,1973,26,4,C19,5.2,12,1
Movie_586051,K2,1994,60,3,C2,6.2,3,2
Movie_577579,K2,1998,60,9,C6,4.7,4,1
Movie_521053,K2,1984,480,21,C2,7.5,57,1
Movie_548992,K7,1976,120,4,C2,7.4,5,1
Movie_569273,K7,1979,100,6,C2,6.3,17,1
Movie_549208,K7,1991,87,4,C5,7.4,12,1
Movie_578489,K2,1980,5,16,C26,4.1,2,1
Movie_562586,K2,2009,30,3,C2,4.4,2,1
Movie_525646,K2,2005,520,9,C39,7.2,24,1
Movie_549173,K7,1993,82,4,C5,7.3,6,1
Movie_553838,K2,1988,5,6,C2,7.3,7,1
Movie_580020,K2,1969,30,6,C2,7.2,3,1
Movie_549092,K7,2001,115,4,C2,7.1,2,1
Movie_550705,K2,1973,60,13,C2,6.8,2,1
Movie_548987,K7,1987,143,17,C5,7.1,5,1
Movie_504254,K2,2004,25,9,C14,5.2,2,1
Movie_553051,K2,2008,100,3,C68,5.9,2,1
Movie_585740,K2,2007,120,2,C27,1.2,1,1
Movie_578822,K2,1966,200,4,C21,7.2,14,1
Movie_516904,K7,1953,84,4,C28,5.6,5,1
Movie_573448,K2,1969,30,2,C2,5.4,1,1
Movie_548925,K7,1974,89,4,C2,7.0,10,1
Movie_565515,K2,2003,50,3,C33,1.6,1,1
Movie_586385,K2,1955,30,9,C2,7.7,1,2
Movie_588171,K2,1999,20,4,C7,7.3,2,1
Movie_549219,K7,2001,115,12,C5,7.7,5,1
Movie_536582,K2,1991,225,13,C21,6.7,14,1
Movie_549130,K7,2009,135,22,C2,7.3,8,1
Movie_548238,K2,1999,26,16,C14,7.7,18,1
Movie_503583,K7,2008,67,3,C6,2.4,10,1
Movie_520975,K2,1967,30,16,C2,7.0,15,1
Movie_591266,K2,2005,400,4,C41,3.9,18,1
Movie_529175,K7,2010,60,3,C2,8.6,26,1
Movie_587094,K2,1993,30,3,C6,1.6,1,1
Movie_555879,K2,1998,30,3,C2,4.9,2,3
Movie_575494,K2,1994,50,4,C3,7.6,12,1
Movie_567067,K2,1994,30,3,C2,4.2,1,1
Movie_550370,K2,2002,30,3,C2,7.4,1,1
Movie_554964,K2,1992,50,4,C6,2.5,46,4
Movie_526796,K2,1989,25,16,C14,7.6,24,1
Movie_549072,K7,2008,150,4,C5,8.4,9,1
Movie_642929,K7,2005,109,5,C2,7.7,18,1
Movie_655790,K2,1981,60,5,C5,3.1,1,1
Movie_654121,K7,2003,60,21,C2,4.4,10,1
Movie_627028,K2,1996,25,3,C33,4.4,4,1
Movie_623850,K2,1977,30,9,C30,6.6,6,1
Movie_635399,K7,2002,110,13,C41,7.0,3,1
Movie_623851,K2,1973,60,13,C5,2.5,1,1
Movie_695905,K2,2005,180,17,C29,4.9,1,1
Movie_689252,K2,1993,15,12,C16,7.5,13,1
Movie_623662,K7,1976,54,9,C2,5.8,7,1
Movie_656465,K7,1967,98,13,C2,7.1,20,1
Movie_606721,K2,2010,45,4,C40,4.2,5,1
Movie_684066,K2,1970,30,16,C2,6.4,5,2
Movie_635946,K2,1994,30,16,C19,7.5,4,1
Movie_619567,K7,2006,34,3,C2,5.6,9,1
Movie_697306,K2,1994,30,13,C29,3.4,3,1
Movie_654045,K7,2003,55,21,C2,3.0,11,1
Movie_681265,K2,1965,480,9,C51,5.0,15,2
Movie_630330,K2,1977,45,3,C29,1.5,4,1
Movie_661690,K7,1970,78,4,C5,7.6,15,1
Movie_624863,K2,1998,30,4,C16,2.8,12,1
Movie_635292,K2,2005,100,9,C41,5.5,4,1
Movie_681411,K7,2002,43,19,C2,8.6,16,1
Movie_633236,K2,2003,550,4,C39,7.6,14,1
Movie_668310,K2,1981,26,16,C14,5.0,3,1
Movie_683718,K2,2005,50,5,C5,4.1,3,1
Movie_697499,K2,2001,81,12,C21,5.7,12,1
Movie_677246,K2,2003,60,3,C2,6.4,4,1
Movie_643113,K7,2004,408,5,C2,6.2,3,1
Movie_635521,K2,2004,240,4,C28,6.4,11,1
Movie_634930,K2,1979,291,21,C2,6.9,37,2
Movie_642381,K2,2007,25,4,C41,1.4,12,1
Movie_624081,K2,1978,60,3,C2,6.5,9,4
Movie_642368,K2,2008,25,4,C41,1.8,12,1
Movie_642377,K2,2005,100,4,C41,3.8,14,1
Movie_613404,K7,1983,100,4,C2,6.9,26,1
Movie_641046,K7,1994,60,13,C2,5.9,12,1
Movie_636452,K2,2000,60,3,C8,1.8,17,1
Movie_656525,K7,1971,100,13,C2,6.9,24,1
Movie_641073,K7,1995,95,13,C2,6.9,12,1
Movie_661640,K7,1972,50,3,C5,6.7,9,1
Movie_661699,K7,1970,60,4,C5,5.4,11,1
Movie_773023,K2,1998,540,3,C41,7.5,16,2
Movie_748256,K2,1972,26,6,C65,4.0,6,1
Movie_774967,K2,1979,100,9,C2,5.6,18,1
Movie_776265,K2,1996,103,4,C19,6.7,17,1
Movie_786126,K2,1996,30,3,C2,2.6,1,2
Movie_726418,K2,1992,30,3,C33,5.6,5,1
Movie_793340,K7,1989,158,4,C2,8.5,7,1
Movie_729663,K7,1996,5,28,C19,6.5,3,1
Movie_754429,K7,2003,30,16,C2,5.1,4,1
Movie_777405,K2,1966,52,4,C19,5.7,19,1
Movie_739251,K2,2006,540,6,C41,4.7,15,1
Movie_771992,K7,1968,146,19,C41,4.7,15,1
Movie_793124,K7,2005,96,22,C2,7.5,10,1
Movie_771996,K7,1972,146,19,C41,5.6,11,1
Movie_736884,K2,2006,60,3,C72,5.3,2,2
Movie_785946,K2,1951,30,3,C2,6.5,6,1
Movie_730632,K2,1968,13,4,C19,6.9,18,1
Movie_731186,K7,2006,93,13,C41,6.5,8,2
Movie_778160,K2,1988,25,5,C19,6.4,3,2
Movie_703512,K2,1991,30,9,C3,6.5,2,1
Movie_719024,K2,2006,55,4,C51,5.4,12,1
Movie_791527,K7,2010,12,3,C5,7.4,3,1
Movie_735675,K2,1988,52,3,C19,6.9,1,1
Movie_775342,K7,1979,113,4,C26,7.1,18,1
Movie_793353,K7,1980,110,4,C2,7.6,8,1
Movie_745769,K2,1973,60,4,C19,5.8,22,1
Movie_799000,K2,2006,120,8,C4,1.7,3,1
Movie_767811,K2,1969,13,3,C19,1.7,7,1
Movie_793343,K7,1988,146,3,C2,7.8,13,1
Movie_775343,K7,1979,107,4,C26,6.6,8,1
Movie_773105,K2,1972,13,4,C19,6.5,10,1
Movie_719412,K2,1988,360,5,C5,5.7,14,1
Movie_723307,K2,2003,45,6,C11,5.5,11,1
Movie_729780,K2,1996,241,4,C19,7.5,11,1
Movie_715017,K2,1997,25,3,C39,4.3,1,1
Movie_782343,K2,1980,58,3,C10,6.3,1,2
Movie_726184,K2,2003,65,9,C15,6.3,3,1
Movie_731191,K7,2009,100,3,C41,6.8,2,2
Movie_770446,K2,1998,400,6,C19,7.9,1,1
Movie_717545,K7,2005,120,13,C2,5.8,15,1
Movie_791553,K7,2010,12,3,C5,6.7,3,1
Movie_719242,K2,2004,416,4,C39,5.9,3,1
Movie_793371,K7,1983,250,4,C2,7.2,12,1
Movie_786490,K7,1992,30,4,C2,5.7,8,1
Movie_753627,K2,1988,60,9,C51,5.3,6,1
Movie_730265,K7,1992,52,5,C19,5.9,7,1
Movie_745763,K7,1973,53,20,C41,6.0,4,1
Movie_775695,K2,1987,107,9,C4,6.0,4,1
Movie_772703,K2,1978,52,10,C19,4.4,8,1
Movie_779595,K2,1969,13,4,C19,4.6,12,1
Movie_773126,K2,2004,1200,12,C41,5.1,16,1
Movie_771986,K7,1968,79,19,C41,3.7,7,1
Movie_793045,K7,1986,150,17,C2,3.9,2,1
Movie_743091,K2,1990,60,3,C4,5.9,13,1
