movie.id,movie.kind_id,movie.production_year,movie.runtime,movie.genre,movie.country,movie.rating,movie.tf.movie_actor,movie.tf.movie_director
Movie_183342,K7,1987,90,24,C41,4.4,4,1
Movie_164081,K7,2004,40,3,C6,6.0,2,2
Movie_137905,K2,1950,30,12,C2,6.6,4,1
Movie_38705,K2,2004,30,3,C33,4.7,5,1
Movie_164753,K7,2006,87,13,C6,7.2,11,1
Movie_62485,K7,1978,87,4,C26,7.6,12,1
Movie_142281,K7,2001,95,13,C6,7.9,9,1
Movie_155321,K2,2003,60,3,C2,1.6,2,1
Movie_171799,K2,1996,30,3,C2,6.0,1,1
Movie_34331,K2,1988,43,5,C6,6.5,2,1
Movie_55367,K7,1983,60,26,C5,7.1,3,1
Movie_62482,K7,1977,90,4,C26,7.8,13,1
Movie_136611,K7,1979,75,4,C5,3.5,10,1
Movie_44673,K7,2005,90,13,C26,3.3,2,1
Movie_173671,K2,2002,109,4,C5,6.8,14,1
Movie_164000,K2,1986,26,6,C19,6.3,4,1
Movie_25224,K2,1990,5,3,C5,4.1,2,1
Movie_60556,K2,2006,23,3,C6,7.0,2,1
Movie_129485,K7,1975,51,13,C2,7.5,12,1
Movie_22880,K2,2004,50,4,C11,6.3,29,2
Movie_98352,K7,1960,60,4,C5,6.0,11,1
Movie_4440,K2,1977,305,6,C48,7.6,15,1
Movie_75181,K7,1989,90,4,C2,6.0,4,1
Movie_99446,K2,2012,180,13,C21,6.1,16,1
Movie_132947,K2,2000,30,2,C2,6.7,12,1
Movie_75117,K7,1982,90,4,C2,6.8,1,1
Movie_142292,K7,1994,105,13,C6,7.9,8,1
Movie_46613,K2,1972,30,9,C14,6.4,7,1
Movie_164224,K7,2002,90,4,C6,7.5,11,1
Movie_60513,K7,1995,95,13,C6,4.9,7,1
Movie_30947,K2,1993,60,4,C5,4.8,11,1
Movie_161724,K2,1980,25,3,C28,7.6,37,2
Movie_138933,K7,1998,87,13,C16,6.3,22,1
Movie_186255,K2,1993,0,3,C2,2.2,3,1
Movie_32174,K2,1967,30,16,C2,7.6,6,2
Movie_182259,K2,1969,30,4,C2,5.3,36,1
Movie_74517,K7,1999,97,21,C2,7.6,11,1
Movie_142483,K2,1965,26,6,C19,7.1,10,1
Movie_34013,K7,1978,24,12,C2,6.3,6,1
Movie_10496,K2,2007,40,18,C2,5.5,3,1
Movie_93936,K2,1994,30,3,C27,6.2,3,1
Movie_75068,K7,1982,52,12,C2,6.6,7,1
Movie_112149,K2,1969,340,23,C41,6.6,6,1
Movie_2558,K2,1999,30,12,C28,7.4,1,1
Movie_93839,K2,2007,90,2,C9,3.7,2,1
Movie_8459,K2,2001,60,9,C8,4.5,14,1
Movie_60422,K2,2000,25,3,C6,3.6,1,1
Movie_108281,K2,1981,13,3,C5,3.4,3,1
Movie_137908,K2,1969,30,12,C2,6.6,3,1
Movie_75080,K7,1984,219,4,C2,7.5,53,1
Movie_142305,K7,1997,95,13,C6,6.9,7,1
Movie_136520,K7,1978,105,4,C5,5.8,6,1
Movie_154170,K2,1977,120,6,C2,5.4,3,1
Movie_44621,K7,1989,51,13,C5,7.4,10,1
Movie_44618,K7,1992,103,13,C5,8.3,15,1
Movie_15594,K7,2012,100,20,C41,5.5,4,1
Movie_191919,K7,1988,30,28,C5,6.3,1,1
Movie_191899,K2,1974,369,4,C37,7.3,41,1
Movie_146598,K2,1992,60,3,C2,5.1,5,1
Movie_177580,K2,2009,440,4,C39,5.4,9,1
Movie_44594,K7,1992,103,19,C5,7.9,11,1
Movie_116513,K7,1995,94,6,C28,5.3,4,1
Movie_115741,K2,1991,139,13,C33,7.3,16,1
Movie_68590,K7,2004,57,5,C2,6.5,5,1
Movie_93029,K2,1998,45,4,C29,4.1,1,1
Movie_34039,K7,1986,42,6,C2,6.8,8,1
Movie_127565,K7,1971,100,13,C2,6.8,23,1
Movie_32239,K7,1982,26,4,C2,5.7,6,1
Movie_164754,K7,2004,90,3,C6,7.7,10,1
Movie_34001,K7,1978,30,3,C2,6.9,6,1
Movie_32286,K7,1985,45,4,C2,6.7,3,1
Movie_186796,K2,1998,60,4,C2,5.8,3,2
Movie_38696,K2,1989,240,4,C5,4.5,25,1
Movie_74666,K7,2009,86,5,C2,7.6,15,1
Movie_151141,K2,1999,54,4,C5,6.8,1,2
Movie_25775,K2,1983,75,4,C5,5.2,15,2
Movie_11521,K7,1994,3,28,C19,6.5,5,1
Movie_32346,K7,1990,60,3,C2,6.8,13,1
Movie_61345,K2,1999,30,3,C2,4.9,2,5
Movie_44642,K7,1990,103,13,C5,7.7,15,1
Movie_162875,K7,1978,51,6,C5,7.1,12,1
Movie_185175,K2,1989,240,20,C2,6.5,8,1
Movie_93241,K2,2008,600,9,C39,7.1,9,1
Movie_33956,K7,1966,48,4,C2,7.0,11,1
Movie_20605,K2,1994,355,5,C2,6.6,23,1
Movie_125661,K7,1972,98,19,C2,7.0,15,1
Movie_9011,K7,2005,11,9,C2,7.8,2,1
Movie_138931,K7,2006,91,13,C21,6.3,11,1
Movie_32363,K7,1980,60,4,C2,5.0,3,1
Movie_34094,K2,1973,90,14,C2,7.1,6,1
Movie_74581,K7,1997,60,21,C2,5.9,5,1
Movie_138930,K7,2002,105,9,C21,6.0,18,1
Movie_63971,K2,1983,55,3,C45,7.4,12,1
Movie_142280,K7,1998,95,13,C6,7.4,4,1
Movie_92040,K7,1996,90,13,C6,7.5,10,1
Movie_26699,K2,2001,45,9,C11,5.4,44,1
Movie_32282,K7,1989,60,4,C2,7.0,7,1
Movie_86936,K2,1990,30,8,C2,7.3,1,1
Movie_135224,K7,1979,81,4,C5,7.8,6,1
Movie_142269,K2,2002,60,13,C21,4.7,17,1
Movie_135925,K7,1955,90,4,C5,6.1,6,1
Movie_119218,K2,1998,45,4,C27,6.4,10,1
Movie_134101,K2,1965,60,3,C5,4.9,6,1
Movie_27694,K2,1998,60,4,C5,7.1,15,1
Movie_138934,K7,1998,85,13,C21,5.7,21,1
Movie_106294,K2,1991,220,4,C5,6.7,16,1
Movie_10562,K7,2009,53,5,C2,6.8,39,1
Movie_60507,K7,1994,92,13,C6,6.1,8,1
Movie_44641,K7,2000,103,13,C5,6.9,11,1
Movie_44611,K7,1996,94,13,C5,7.8,10,1
Movie_135117,K7,1969,82,3,C5,7.5,9,1
Movie_55774,K2,1970,60,4,C2,6.0,340,3
Movie_72896,K7,1981,90,4,C2,5.3,10,1
Movie_115407,K2,2001,446,5,C3,6.6,1,1
Movie_74568,K7,2001,112,5,C2,7.5,34,1
Movie_98493,K7,1967,60,3,C5,7.2,4,1
Movie_19410,K7,2006,45,19,C26,5.3,6,1
Movie_34030,K7,1980,45,19,C2,6.8,8,1
Movie_144423,K2,1993,45,9,C2,6.1,5,2
Movie_136597,K7,1981,115,4,C5,6.4,7,1
Movie_69870,K2,1990,30,3,C2,2.8,4,1
Movie_75216,K7,1990,90,21,C2,6.1,1,1
Movie_42824,K7,2004,138,13,C39,2.2,3,1
Movie_52397,K2,1994,45,4,C66,5.0,3,1
Movie_152912,K2,2001,60,2,C29,1.9,6,1
Movie_74654,K7,2010,54,5,C2,7.5,1,1
Movie_138920,K7,2009,88,4,C21,5.8,14,1
Movie_135211,K7,1976,100,4,C5,6.9,10,1
Movie_44595,K7,2004,98,13,C5,7.4,14,1
Movie_26735,K2,2007,228,4,C11,6.1,28,1
Movie_75092,K7,1982,78,3,C2,7.4,7,1
Movie_25663,K2,1988,52,21,C19,6.0,54,1
Movie_34674,K2,1988,150,21,C11,6.3,13,1
Movie_164751,K7,2002,90,3,C6,7.8,11,1
Movie_98224,K7,1974,77,13,C5,7.5,17,1
Movie_138925,K7,2001,90,13,C20,6.1,14,1
Movie_144806,K2,2002,25,3,C6,7.5,4,2
Movie_55091,K2,2002,30,3,C5,3.8,3,1
Movie_44613,K7,1992,103,19,C5,7.8,13,1
Movie_73021,K2,2002,60,4,C2,7.0,2,2
Movie_60511,K7,1996,94,13,C6,6.3,4,1
Movie_78052,K2,1999,54,4,C5,6.7,6,1
Movie_68596,K7,2003,67,5,C2,6.4,5,1
Movie_163318,K2,2006,30,7,C2,1.3,2,1
Movie_32285,K7,1981,46,12,C2,5.5,3,1
Movie_164218,K7,2002,88,4,C6,6.2,6,1
Movie_137182,K2,2010,30,4,C2,4.8,2,1
Movie_192922,K2,2001,45,20,C7,4.9,2,1
Movie_141702,K2,2013,60,4,C2,3.3,9,1
Movie_75079,K7,1982,54,4,C2,5.9,9,1
Movie_75144,K7,1982,90,21,C2,5.6,8,1
Movie_32362,K7,1986,60,4,C2,2.1,5,1
Movie_32342,K7,1972,60,16,C2,6.7,4,2
Movie_67675,K2,1999,60,6,C28,7.2,1,1
Movie_75156,K7,1988,96,13,C5,5.9,16,1
Movie_195279,K7,1981,100,13,C2,7.2,13,1
Movie_75073,K7,1985,90,3,C2,2.3,5,1
Movie_194209,K2,2004,60,4,C11,5.8,2,1
Movie_43115,K2,1968,285,21,C10,6.7,33,1
Movie_32349,K7,1975,50,4,C2,7.0,9,1
Movie_44216,K2,1989,110,5,C5,7.0,1,1
Movie_83225,K2,2002,60,13,C2,6.4,1,1
Movie_120072,K7,1989,93,13,C2,5.6,12,1
Movie_15590,K7,2012,100,20,C41,5.3,6,1
Movie_19414,K7,2006,45,19,C26,6.0,7,1
Movie_32240,K7,1988,54,4,C2,3.2,7,1
Movie_74519,K7,2010,60,5,C2,7.4,3,1
Movie_75104,K7,1991,153,24,C2,8.0,13,1
Movie_34358,K7,1979,93,3,C60,5.1,6,1
Movie_142298,K7,2002,90,13,C6,8.4,10,1
Movie_135168,K7,1965,110,4,C5,7.7,14,1
Movie_2382,K2,2001,60,13,C2,7.7,1,1
Movie_169549,K2,1984,30,12,C2,6.2,3,1
Movie_130636,K2,1998,30,4,C32,2.6,25,1
Movie_32334,K7,1982,60,4,C2,6.3,5,1
Movie_9010,K7,2004,7,9,C2,7.8,4,1
Movie_32296,K7,1974,60,3,C2,5.7,10,1
Movie_75189,K7,1982,59,3,C2,2.0,12,1
Movie_176861,K2,1998,30,9,C14,5.6,14,1
Movie_164755,K7,2006,92,3,C6,7.5,13,1
Movie_169487,K2,2002,175,4,C5,6.9,4,1
Movie_6288,K2,1984,30,3,C2,6.3,7,1
Movie_136524,K7,1979,75,4,C5,6.1,15,1
Movie_75172,K7,1982,56,3,C2,7.4,5,1
Movie_189762,K7,1992,25,3,C5,6.9,8,1
Movie_127413,K2,1989,251,4,C3,7.8,22,1
Movie_74628,K7,2005,208,21,C5,8.4,32,1
Movie_159415,K7,2004,60,21,C2,6.1,5,1
Movie_9705,K7,1979,58,4,C2,7.0,8,1
Movie_81389,K2,1992,60,13,C2,3.1,4,2
Movie_158787,K7,1995,56,21,C2,7.8,5,1
Movie_15591,K7,2012,100,20,C41,4.8,6,1
Movie_144451,K2,1991,180,4,C19,4.3,8,1
Movie_60871,K2,1995,30,3,C29,2.8,2,1
Movie_103085,K2,2012,170,15,C9,5.8,34,1
Movie_75198,K7,1985,171,4,C5,7.2,18,1
Movie_86266,K2,1954,30,27,C2,7.3,1,4
Movie_138932,K7,1997,88,13,C21,5.9,16,1
Movie_59480,K2,1994,30,3,C2,7.3,5,1
Movie_62487,K7,1976,88,4,C10,7.6,13,1
Movie_183340,K7,1988,94,18,C41,4.3,3,1
Movie_138923,K7,1997,94,13,C21,5.9,23,1
Movie_74660,K7,2005,83,21,C6,7.0,12,1
Movie_76493,K2,1979,45,4,C9,7.2,14,1
Movie_135817,K7,1954,120,4,C5,7.9,16,1
Movie_35333,K2,1995,30,4,C2,5.7,9,1
Movie_108319,K2,1990,30,3,C29,6.5,5,1
Movie_148185,K7,1990,94,4,C2,6.2,22,1
Movie_135182,K7,1973,100,3,C5,6.4,16,1
Movie_79235,K7,2009,120,5,C2,7.7,4,1
Movie_70344,K2,1988,60,13,C2,7.0,1,3
Movie_75137,K7,1982,90,4,C2,7.9,6,1
Movie_138926,K7,1998,87,13,C16,5.9,18,1
Movie_160828,K2,1995,30,9,C14,7.7,1,1
Movie_188281,K7,1997,43,9,C2,7.8,14,2
Movie_135455,K7,1960,65,4,C2,7.1,13,1
Movie_60504,K7,1996,93,13,C6,7.4,8,1
Movie_75171,K7,1991,142,4,C2,7.7,8,1
Movie_75212,K7,1982,53,4,C2,7.5,7,1
Movie_32217,K7,1979,46,4,C2,7.3,7,1
Movie_19435,K2,2008,3,15,C39,1.2,1,2
Movie_26762,K2,1991,60,4,C5,6.8,12,1
Movie_7679,K7,1999,43,5,C6,6.1,2,1
Movie_142283,K7,2000,88,13,C6,7.2,7,1
Movie_183339,K7,1988,92,18,C41,3.9,5,1
Movie_44617,K7,2006,93,13,C5,7.2,16,1
Movie_75180,K7,1985,103,4,C2,4.9,12,1
Movie_103385,K2,1956,55,4,C2,5.4,381,5
Movie_82778,K2,2007,1,16,C14,6.8,2,5
Movie_142303,K7,2001,93,13,C6,7.3,5,1
Movie_196334,K2,1988,120,12,C4,7.1,1,1
Movie_100093,K2,2000,30,13,C2,7.4,9,1
Movie_75085,K7,1985,60,4,C2,7.4,12,1
Movie_107955,K2,1985,30,3,C5,6.1,9,1
Movie_30940,K2,1995,316,4,C5,6.5,21,1
Movie_75215,K7,1982,90,22,C2,7.2,24,1
Movie_79711,K2,1993,15,3,C16,7.2,13,1
Movie_5284,K2,2000,60,9,C2,5.7,1,1
Movie_42935,K2,1969,377,6,C48,7.5,15,1
Movie_9091,K2,1979,60,6,C2,6.8,2,1
Movie_141570,K7,2008,60,4,C5,8.3,5,1
Movie_159377,K7,1994,92,21,C2,7.5,22,1
Movie_189244,K2,1997,27,3,C6,7.0,28,1
Movie_46920,K2,1972,30,9,C14,5.7,3,1
Movie_133197,K7,1978,148,6,C2,6.4,21,1
Movie_138935,K7,1998,90,13,C16,6.0,23,1
Movie_32320,K7,1988,60,4,C2,4.7,8,1
Movie_130610,K2,2009,45,4,C39,2.1,6,1
Movie_32359,K7,1989,60,4,C2,4.9,6,1
Movie_20595,K2,2003,1084,4,C11,7.5,69,1
Movie_138918,K7,2001,92,9,C16,6.2,12,1
Movie_41539,K2,2001,30,3,C5,6.4,16,1
Movie_44635,K7,1989,60,13,C5,7.1,9,1
Movie_43299,K2,2007,270,4,C6,6.0,24,1
Movie_32244,K7,1985,60,4,C2,4.6,9,1
Movie_181204,K7,1981,98,27,C2,7.3,19,1
Movie_142277,K7,2005,95,13,C6,7.3,11,1
Movie_42137,K2,1959,60,6,C2,7.5,3,2
Movie_153821,K2,1980,30,3,C28,5.6,3,1
Movie_9704,K7,1979,60,4,C2,7.4,9,1
Movie_60557,K2,1998,30,3,C51,7.6,7,1
Movie_124871,K2,1999,25,3,C41,4.6,4,1
Movie_35021,K2,1972,25,3,C10,5.4,3,1
Movie_62082,K2,2005,60,4,C11,5.2,8,2
Movie_43114,K2,1998,45,4,C15,5.8,2,1
Movie_32254,K7,1983,45,4,C2,5.4,10,1
Movie_154014,K2,1984,50,3,C5,7.4,1,1
Movie_100637,K2,1980,52,6,C19,6.0,24,1
Movie_107848,K2,1977,288,4,C2,6.8,26,1
Movie_15593,K7,2012,89,20,C41,4.8,4,1
Movie_108102,K2,2012,50,3,C41,3.0,1,1
Movie_158773,K7,1995,55,21,C2,7.0,5,1
Movie_136576,K7,1981,70,4,C5,7.6,6,1
Movie_59673,K2,1983,100,4,C3,7.6,23,1
Movie_92402,K2,1989,25,6,C14,4.9,4,1
Movie_44609,K7,2001,100,19,C5,7.2,3,1
Movie_194792,K2,2006,40,5,C32,7.4,2,1
Movie_136508,K7,1978,30,28,C5,7.2,3,1
Movie_120027,K7,1978,100,6,C2,6.2,13,1
Movie_93723,K2,2000,60,26,C11,6.8,56,1
Movie_138928,K7,1998,86,13,C16,5.6,18,1
Movie_101731,K2,1976,390,4,C2,6.4,33,1
Movie_75147,K7,1984,115,4,C2,7.3,6,1
Movie_185759,K2,1995,30,2,C5,6.0,2,1
Movie_160048,K2,1994,60,4,C2,6.5,2,1
Movie_52888,K2,1988,30,16,C2,6.6,9,1
Movie_138921,K7,2001,88,13,C21,5.7,16,1
Movie_124115,K2,2003,60,4,C27,7.1,8,1
Movie_98619,K7,1971,60,4,C5,4.7,7,1
Movie_68624,K2,1972,60,5,C5,7.6,1,1
Movie_102764,K2,2003,4,16,C19,6.7,4,1
Movie_168208,K2,1963,60,6,C2,7.2,9,1
Movie_160058,K2,1967,30,9,C2,6.8,2,2
Movie_159348,K7,1995,50,21,C2,7.6,3,1
Movie_239239,K7,1990,125,5,C19,7.8,6,2
Movie_240798,K2,2000,60,4,C2,6.1,1,2
Movie_229879,K2,1999,50,4,C11,6.8,71,2
Movie_253678,K7,1973,96,13,C2,7.7,18,1
Movie_239004,K7,1987,98,4,C19,5.1,7,1
Movie_253708,K7,1990,88,13,C2,6.5,13,1
Movie_295368,K7,2006,41,13,C2,8.6,23,1
Movie_216029,K7,1989,120,9,C2,6.7,6,1
Movie_251488,K7,1981,90,9,C2,5.7,14,1
Movie_215924,K7,1984,60,4,C2,1.7,7,1
Movie_262424,K2,1961,60,4,C3,6.6,2,1
Movie_239985,K7,1979,50,5,C28,5.9,1,1
Movie_253695,K7,1973,70,13,C2,7.4,13,1
Movie_264473,K2,1966,30,16,C2,7.2,10,1
Movie_206290,K2,1994,30,3,C5,7.5,4,2
Movie_290195,K7,2007,110,13,C41,4.0,5,2
Movie_262367,K2,1998,30,3,C2,5.9,1,3
Movie_253680,K7,1972,75,13,C2,7.3,11,1
Movie_238929,K7,1965,60,5,C19,6.9,8,1
Movie_215941,K7,1993,54,4,C2,6.1,10,1
Movie_253699,K7,1978,70,13,C2,7.5,7,1
Movie_216001,K7,1989,90,4,C2,4.0,8,1
Movie_217208,K2,2002,30,3,C5,6.1,3,1
Movie_253727,K7,1977,70,13,C2,7.3,12,1
Movie_253700,K7,1975,95,13,C2,7.2,17,1
Movie_299868,K2,2001,60,9,C8,4.4,3,1
Movie_211349,K2,1994,30,3,C11,6.5,2,1
Movie_253686,K7,1990,91,13,C2,7.3,16,1
Movie_227854,K7,2007,30,4,C19,6.9,3,1
Movie_253720,K7,1973,60,13,C2,7.0,12,1
Movie_229736,K2,1977,60,13,C2,6.1,1,1
Movie_253672,K7,1974,95,13,C2,7.7,18,1
Movie_216032,K7,1987,60,13,C3,3.3,19,1
Movie_243023,K7,1997,93,9,C2,5.9,12,1
Movie_264474,K2,1972,90,13,C2,4.7,3,3
Movie_239250,K7,1999,68,5,C19,7.6,1,1
Movie_253691,K7,1971,76,13,C2,6.7,11,1
Movie_215905,K7,1984,49,4,C2,5.2,10,1
Movie_224054,K2,1973,60,13,C2,7.5,2,2
Movie_239223,K7,2003,80,5,C19,7.0,5,1
Movie_287523,K7,2009,90,4,C5,8.0,26,1
Movie_253711,K7,1989,86,13,C2,7.0,9,1
Movie_215930,K7,1987,45,4,C2,7.3,8,1
Movie_293887,K2,1971,50,3,C4,6.5,3,4
Movie_215900,K7,1989,60,4,C2,7.3,10,1
Movie_253684,K7,1991,85,13,C2,6.9,13,1
Movie_234752,K2,1983,25,16,C14,6.7,6,1
Movie_214631,K2,2001,60,3,C61,5.9,7,1
Movie_253719,K7,1971,95,13,C2,7.3,19,1
Movie_238953,K7,1967,61,5,C19,7.4,2,1
Movie_290201,K7,2010,98,13,C41,5.3,6,1
Movie_299523,K2,1986,120,4,C3,6.6,7,2
Movie_239220,K2,1988,90,4,C19,5.7,13,1
Movie_238966,K7,1970,55,5,C19,5.6,3,2
Movie_259008,K2,1962,30,4,C5,5.9,49,8
Movie_289101,K2,2002,60,5,C2,6.7,1,1
Movie_216512,K2,2006,60,17,C2,7.6,3,1
Movie_253670,K7,1975,70,13,C2,7.0,16,1
Movie_253730,K7,1972,74,13,C2,7.2,16,1
Movie_239252,K7,2000,55,5,C19,7.9,13,1
Movie_290202,K7,2007,105,13,C41,3.8,3,2
Movie_223178,K2,1984,30,3,C2,5.9,1,1
Movie_278172,K2,2003,60,4,C66,6.0,3,1
Movie_291617,K7,2003,42,9,C2,7.4,20,1
Movie_231044,K2,1998,60,12,C27,6.7,5,1
Movie_259599,K2,2010,45,3,C11,4.1,4,1
Movie_253736,K7,1972,97,13,C2,7.3,17,3
Movie_253673,K7,1976,70,13,C2,6.6,10,1
Movie_253706,K7,1974,70,13,C2,6.8,16,1
Movie_253725,K7,1971,76,13,C2,7.6,15,1
Movie_204181,K7,1984,58,5,C41,7.4,9,1
Movie_253674,K7,1973,74,13,C2,7.5,13,1
Movie_253717,K7,1975,73,13,C2,7.3,10,1
Movie_233219,K7,2002,92,24,C6,3.2,5,1
Movie_203397,K2,1990,30,3,C5,7.5,5,1
Movie_213541,K2,1969,60,16,C2,6.3,13,2
Movie_253690,K7,1972,98,13,C2,6.8,18,1
